data,prezzo_eur_mwh
2020-01-02,12.8000
2020-01-03,12.7554
2020-01-04,12.9427
2020-01-05,13.0886
2020-01-06,13.5000
2020-01-07,14.2662
2020-01-08,13.9782
2020-01-09,14.1911
2020-01-10,14.1515
2020-01-11,13.5139
2020-01-12,13.2000
2020-01-13,14.5538
2020-01-14,14.6923
2020-01-15,13.7411
2020-01-16,13.5395
2020-01-17,13.4306
2020-01-18,13.0170
2020-01-19,12.9394
2020-01-20,13.3492
2020-01-21,13.1422
2020-01-22,13.2623
2020-01-23,13.1638
2020-01-24,13.1322
2020-01-25,12.7657
2020-01-26,12.2036
2020-01-27,13.2167
2020-01-28,12.8024
2020-01-29,12.2003
2020-01-30,11.9776
2020-01-31,11.4540
2020-02-01,11.0835
2020-02-02,10.5000
2020-02-03,11.4069
2020-02-04,10.7417
2020-02-05,11.4378
2020-02-06,11.5550
2020-02-07,10.9541
2020-02-08,10.5804
2020-02-09,10.3977
2020-02-10,10.8408
2020-02-11,10.3560
2020-02-12,10.3974
2020-02-13,10.4820
2020-02-14,10.3545
2020-02-15,10.1754
2020-02-16,10.0563
2020-02-17,10.4947
2020-02-18,10.6722
2020-02-19,11.0605
2020-02-20,10.9346
2020-02-21,11.0272
2020-02-22,10.9976
2020-02-23,10.7000
2020-02-24,11.0000
2020-02-25,10.3649
2020-02-26,10.3531
2020-02-27,10.6220
2020-02-28,10.5096
2020-02-29,10.1425
2020-03-01,10.1545
2020-03-02,10.5170
2020-03-03,11.1087
2020-03-04,12.0575
2020-03-05,11.9960
2020-03-06,10.5697
2020-03-07,10.3530
2020-03-08,10.1101
2020-03-09,10.5000
2020-03-10,10.3869
2020-03-11,10.7885
2020-03-12,10.7847
2020-03-13,10.3121
2020-03-14,10.1988
2020-03-15,9.9942
2020-03-16,9.9668
2020-03-17,9.4560
2020-03-18,9.5367
2020-03-19,9.3591
2020-03-20,9.5707
2020-03-21,9.3613
2020-03-22,9.5852
2020-03-23,10.1386
2020-03-24,9.8638
2020-03-25,9.6609
2020-03-26,9.6088
2020-03-27,9.4218
2020-03-28,9.0934
2020-03-29,8.7364
2020-03-30,8.9002
2020-03-31,8.6726
2020-04-01,9.5480
2020-04-02,9.6070
2020-04-03,9.2545
2020-04-04,8.6910
2020-04-05,9.0410
2020-04-06,8.8842
2020-04-07,9.2578
2020-04-08,9.4455
2020-04-09,9.0359
2020-04-10,8.5661
2020-04-11,8.1826
2020-04-12,8.2986
2020-04-13,8.5500
2020-04-14,8.6620
2020-04-15,8.5597
2020-04-16,8.5466
2020-04-17,8.8876
2020-04-18,8.5652
2020-04-19,8.5354
2020-04-20,9.1333
2020-04-21,8.7008
2020-04-22,8.6335
2020-04-23,8.2802
2020-04-24,7.9317
2020-04-25,8.0355
2020-04-26,8.3000
2020-04-27,8.7702
2020-04-28,8.4527
2020-04-29,8.3333
2020-04-30,8.1977
2020-05-01,7.4754
2020-05-02,6.8500
2020-05-03,6.6871
2020-05-04,7.6227
2020-05-05,7.4879
2020-05-06,7.3751
2020-05-07,7.4208
2020-05-08,7.0368
2020-05-09,6.9988
2020-05-10,7.0600
2020-05-11,7.2795
2020-05-12,7.3733
2020-05-13,7.0569
2020-05-14,6.6907
2020-05-15,6.7370
2020-05-16,6.4966
2020-05-17,6.2120
2020-05-18,6.7083
2020-05-19,6.5826
2020-05-20,6.3126
2020-05-21,6.1604
2020-05-22,5.2949
2020-05-23,5.3819
2020-05-24,5.9500
2020-05-25,6.0000
2020-05-26,6.7765
2020-05-27,6.2476
2020-05-28,6.0982
2020-05-29,6.0735
2020-05-30,5.8585
2020-05-31,5.5196
2020-06-01,5.2252
2020-06-02,4.6450
2020-06-03,5.0564
2020-06-04,5.7512
2020-06-05,5.7361
2020-06-06,5.7115
2020-06-07,5.6881
2020-06-08,5.9000
2020-06-09,6.3047
2020-06-10,6.0671
2020-06-11,5.7976
2020-06-12,5.7481
2020-06-13,5.6905
2020-06-14,5.7600
2020-06-15,6.2709
2020-06-16,6.9356
2020-06-17,6.8102
2020-06-18,6.8414
2020-06-19,6.3653
2020-06-20,5.8500
2020-06-21,5.5000
2020-06-22,6.4000
2020-06-23,6.1988
2020-06-24,6.6324
2020-06-25,7.0317
2020-06-26,6.4130
2020-06-27,5.5562
2020-06-28,6.5000
2020-06-29,6.1436
2020-06-30,6.5631
2020-07-01,7.3857
2020-07-02,6.7963
2020-07-03,6.4575
2020-07-04,6.1770
2020-07-05,5.6000
2020-07-06,6.3000
2020-07-07,6.4155
2020-07-08,6.8186
2020-07-09,6.9014
2020-07-10,6.7126
2020-07-11,5.8605
2020-07-12,5.4400
2020-07-13,6.4000
2020-07-14,6.5406
2020-07-15,6.4480
2020-07-16,6.8175
2020-07-17,6.4567
2020-07-18,6.1500
2020-07-19,6.1862
2020-07-20,6.6391
2020-07-21,6.3366
2020-07-22,6.3847
2020-07-23,6.3438
2020-07-24,6.6014
2020-07-25,6.2618
2020-07-26,5.7892
2020-07-27,6.5050
2020-07-28,6.6344
2020-07-29,6.7620
2020-07-30,6.7947
2020-07-31,6.6237
2020-08-01,6.2314
2020-08-02,6.5000
2020-08-03,6.8278
2020-08-04,8.0074
2020-08-05,8.8011
2020-08-06,8.3041
2020-08-07,8.8126
2020-08-08,7.9336
2020-08-09,7.7500
2020-08-10,8.5000
2020-08-11,8.3967
2020-08-12,8.0796
2020-08-13,8.0388
2020-08-14,8.0632
2020-08-15,7.1317
2020-08-16,7.2167
2020-08-17,8.0000
2020-08-18,8.4551
2020-08-19,9.0077
2020-08-20,8.5470
2020-08-21,8.0620
2020-08-22,7.3021
2020-08-23,6.7805
2020-08-24,7.6000
2020-08-25,8.5647
2020-08-26,9.4352
2020-08-27,10.0964
2020-08-28,9.8564
2020-08-29,10.4825
2020-08-30,9.8000
2020-08-31,11.1419
2020-09-01,11.7116
2020-09-02,11.7721
2020-09-03,11.9931
2020-09-04,12.2986
2020-09-05,12.0911
2020-09-06,11.2281
2020-09-07,12.5446
2020-09-08,12.3121
2020-09-09,11.4890
2020-09-10,11.6742
2020-09-11,11.3702
2020-09-12,10.5259
2020-09-13,10.3000
2020-09-14,10.5237
2020-09-15,11.0294
2020-09-16,11.0196
2020-09-17,11.5323
2020-09-18,11.2790
2020-09-19,10.8302
2020-09-20,10.4827
2020-09-21,11.2500
2020-09-22,11.6263
2020-09-23,11.8064
2020-09-24,11.9713
2020-09-25,11.6372
2020-09-27,10.3500
2020-09-28,11.4490
2020-09-29,12.5419
2020-09-30,12.9431
2020-10-01,12.1194
2020-10-02,12.4195
2020-10-03,11.0009
2020-10-04,11.2279
2020-10-05,12.6347
2020-10-06,12.6477
2020-10-07,12.5471
2020-10-08,12.7088
2020-10-09,12.4933
2020-10-10,12.1259
2020-10-11,12.2759
2020-10-12,13.1200
2020-10-13,14.0195
2020-10-14,13.5686
2020-10-15,13.7702
2020-10-16,13.9188
2020-10-17,13.6950
2020-10-18,13.9792
2020-10-19,14.3182
2020-10-20,14.9662
2020-10-21,14.9003
2020-10-22,14.7336
2020-10-23,14.9636
2020-10-24,14.2248
2020-10-25,14.0000
2020-10-26,14.8510
2020-10-27,14.6184
2020-10-28,14.2078
2020-10-29,13.8216
2020-10-30,13.6118
2020-10-31,13.2159
2020-11-01,13.1570
2020-11-02,13.8526
2020-11-03,13.6186
2020-11-04,13.5550
2020-11-05,13.5007
2020-11-06,13.5547
2020-11-07,13.0648
2020-11-08,13.3304
2020-11-09,13.4250
2020-11-10,13.5368
2020-11-11,13.8243
2020-11-12,14.0488
2020-11-13,13.9168
2020-11-14,14.0167
2020-11-15,13.9383
2020-11-16,13.7000
2020-11-17,14.0399
2020-11-18,13.7211
2020-11-19,13.6811
2020-11-20,13.5988
2020-11-21,13.2845
2020-11-22,13.3510
2020-11-23,13.8170
2020-11-24,14.1852
2020-11-25,14.1344
2020-11-26,14.3463
2020-11-27,14.2942
2020-11-28,14.4288
2020-11-29,14.8000
2020-11-30,15.3042
2020-12-01,15.7641
2020-12-02,16.3271
2020-12-03,16.1285
2020-12-04,15.9695
2020-12-05,14.9954
2020-12-06,14.8701
2020-12-07,15.6441
2020-12-08,14.8503
2020-12-09,15.1443
2020-12-10,15.5703
2020-12-11,16.1519
2020-12-12,16.5292
2020-12-13,16.3400
2020-12-14,17.5630
2020-12-15,17.5493
2020-12-16,17.3562
2020-12-17,17.3492
2020-12-18,16.3703
2020-12-19,16.1715
2020-12-20,15.6315
2020-12-21,16.3920
2020-12-22,17.0554
2020-12-23,17.9096
2020-12-24,16.6454
2020-12-25,16.1390
2020-12-26,16.0753
2020-12-27,17.3540
2020-12-28,17.8872
2020-12-29,19.1663
2020-12-30,18.5091
2020-12-31,17.5436
2021-01-01,16.8682
2021-01-02,16.7251
2021-01-03,16.6975
2021-01-04,17.3173
2021-01-05,19.1632
2021-01-06,17.7485
2021-01-07,18.8554
2021-01-08,20.4230
2021-01-09,19.4450
2021-01-10,18.9436
2021-01-11,24.1749
2021-01-12,26.7311
2021-01-13,27.8258
2021-01-14,22.2681
2021-01-15,21.8515
2021-01-16,19.8330
2021-01-17,17.8907
2021-01-18,22.0245
2021-01-19,20.5764
2021-01-20,20.9288
2021-01-21,20.4911
2021-01-22,18.8780
2021-01-23,18.6881
2021-01-24,18.3829
2021-01-25,20.4775
2021-01-26,20.2085
2021-01-27,19.6440
2021-01-28,19.1656
2021-01-29,18.6981
2021-01-30,18.2444
2021-01-31,17.9500
2021-02-01,20.6449
2021-02-02,18.6784
2021-02-03,19.4323
2021-02-04,18.2397
2021-02-05,17.6300
2021-02-06,17.9493
2021-02-07,17.9133
2021-02-08,19.9295
2021-02-09,19.5350
2021-02-10,19.5074
2021-02-11,20.4250
2021-02-12,19.5255
2021-02-13,19.3318
2021-02-14,20.0363
2021-02-15,21.2830
2021-02-16,18.9892
2021-02-17,18.0783
2021-02-18,18.1168
2021-02-19,17.9845
2021-02-20,17.1000
2021-02-21,16.2979
2021-02-22,17.1164
2021-02-23,16.6509
2021-02-24,16.7172
2021-02-25,16.5759
2021-02-26,16.5641
2021-02-27,15.8916
2021-02-28,15.9340
2021-03-01,17.0094
2021-03-02,16.9593
2021-03-03,16.6567
2021-03-04,16.4094
2021-03-05,16.6012
2021-03-06,17.1000
2021-03-07,17.1908
2021-03-08,17.9389
2021-03-09,17.5795
2021-03-10,17.7975
2021-03-11,18.2233
2021-03-12,18.4407
2021-03-13,18.7072
2021-03-14,18.6808
2021-03-15,18.8729
2021-03-16,18.9801
2021-03-17,18.2569
2021-03-18,18.5591
2021-03-19,18.9238
2021-03-20,18.5137
2021-03-21,18.3433
2021-03-22,18.9727
2021-03-23,19.1851
2021-03-24,19.4243
2021-03-25,19.5042
2021-03-26,19.3884
2021-03-27,19.3399
2021-03-28,18.9938
2021-03-29,19.0000
2021-03-30,18.9402
2021-03-31,18.9123
2021-04-01,19.0732
2021-04-02,19.2772
2021-04-03,18.4229
2021-04-04,17.7869
2021-04-05,17.9313
2021-04-06,20.2371
2021-04-07,21.2823
2021-04-08,21.4450
2021-04-09,20.6069
2021-04-10,20.3811
2021-04-11,21.1873
2021-04-12,21.6382
2021-04-13,22.9213
2021-04-14,22.9575
2021-04-15,22.8831
2021-04-16,22.8606
2021-04-17,22.5763
2021-04-18,22.3661
2021-04-19,23.2170
2021-04-20,23.4867
2021-04-21,23.0816
2021-04-22,22.6913
2021-04-23,22.7929
2021-04-24,20.5445
2021-04-25,19.5070
2021-04-26,22.9338
2021-04-27,23.3048
2021-04-28,22.9224
2021-04-29,22.8741
2021-04-30,23.3267
2021-05-01,23.4282
2021-05-02,23.1272
2021-05-03,24.8590
2021-05-04,25.8834
2021-05-05,25.1524
2021-05-06,25.2272
2021-05-07,25.8015
2021-05-08,24.6255
2021-05-09,24.6694
2021-05-10,25.3000
2021-05-11,26.3958
2021-05-12,26.5791
2021-05-13,27.3034
2021-05-14,26.2711
2021-05-15,25.8646
2021-05-16,25.9684
2021-05-17,27.5088
2021-05-18,27.4219
2021-05-19,26.5994
2021-05-20,23.7079
2021-05-21,24.7938
2021-05-22,24.0584
2021-05-23,23.8033
2021-05-24,25.4125
2021-05-25,25.7945
2021-05-26,26.8683
2021-05-27,27.6997
2021-05-28,26.4965
2021-05-29,24.8031
2021-05-30,24.5727
2021-05-31,26.2176
2021-06-01,25.0014
2021-06-02,24.6274
2021-06-03,24.8599
2021-06-04,25.1737
2021-06-05,25.1235
2021-06-06,24.9476
2021-06-07,26.1004
2021-06-08,26.0714
2021-06-09,27.5245
2021-06-10,27.3870
2021-06-11,27.1899
2021-06-12,26.2744
2021-06-13,26.5152
2021-06-14,27.6500
2021-06-15,28.3682
2021-06-16,27.9414
2021-06-17,28.1438
2021-06-18,28.0261
2021-06-19,28.1695
2021-06-20,29.0000
2021-06-21,29.9000
2021-06-22,30.2925
2021-06-23,30.7673
2021-06-24,31.7590
2021-06-25,31.7305
2021-06-26,31.1263
2021-06-27,30.4746
2021-06-28,32.0618
2021-06-29,32.3205
2021-06-30,33.8891
2021-07-01,35.9556
2021-07-02,36.3216
2021-07-03,34.9036
2021-07-04,33.6000
2021-07-05,35.4912
2021-07-06,36.6461
2021-07-07,34.5856
2021-07-08,33.6904
2021-07-09,32.7057
2021-07-10,34.7357
2021-07-11,34.7020
2021-07-12,36.3315
2021-07-13,35.5892
2021-07-14,35.2386
2021-07-15,34.5960
2021-07-16,33.8563
2021-07-17,33.5514
2021-07-18,33.7000
2021-07-19,34.5901
2021-07-20,35.9143
2021-07-21,34.8617
2021-07-22,35.8585
2021-07-23,35.7802
2021-07-24,34.0703
2021-07-25,33.5760
2021-07-26,35.0373
2021-07-27,36.7358
2021-07-28,37.4147
2021-07-29,38.8748
2021-07-30,40.0315
2021-07-31,37.5997
2021-08-01,38.3571
2021-08-02,38.9950
2021-08-03,40.7132
2021-08-04,40.7105
2021-08-05,40.5177
2021-08-06,39.9915
2021-08-07,40.7083
2021-08-08,39.9200
2021-08-09,40.5455
2021-08-10,40.7045
2021-08-11,42.3795
2021-08-12,43.4142
2021-08-13,43.9442
2021-08-14,42.6230
2021-08-15,41.7197
2021-08-16,42.6500
2021-08-17,45.5883
2021-08-18,45.2181
2021-08-19,44.1197
2021-08-20,39.4073
2021-08-21,39.5606
2021-08-22,40.0000
2021-08-23,40.3000
2021-08-24,41.3809
2021-08-25,44.1375
2021-08-26,45.1929
2021-08-27,45.1959
2021-08-28,45.2556
2021-08-29,45.0000
2021-08-30,46.8000
2021-08-31,49.1341
2021-09-01,49.2074
2021-09-02,51.2117
2021-09-03,51.3979
2021-09-04,50.6815
2021-09-05,49.9520
2021-09-06,54.0000
2021-09-07,52.6600
2021-09-08,53.0798
2021-09-09,54.7995
2021-09-10,56.2286
2021-09-11,56.8502
2021-09-12,55.9770
2021-09-13,58.1393
2021-09-14,61.7992
2021-09-15,66.0745
2021-09-16,72.5409
2021-09-17,63.9484
2021-09-18,62.5760
2021-09-19,61.5742
2021-09-20,64.3000
2021-09-21,71.9239
2021-09-22,72.5555
2021-09-23,70.0807
2021-09-24,68.8737
2021-09-25,67.2724
2021-09-26,65.8052
2021-09-27,68.4974
2021-09-28,75.9305
2021-09-29,80.8511
2021-09-30,81.9002
2021-10-01,90.1578
2021-10-02,48.7083
2021-10-03,67.1061
2021-10-04,80.8571
2021-10-05,92.4671
2021-10-06,109.1693
2021-10-07,116.6475
2021-10-08,97.0787
2021-10-09,90.9176
2021-10-10,80.3074
2021-10-11,89.0000
2021-10-12,84.5859
2021-10-13,83.7503
2021-10-14,89.2386
2021-10-15,96.8959
2021-10-16,93.1204
2021-10-17,87.4087
2021-10-18,92.7196
2021-10-19,95.6423
2021-10-20,89.7132
2021-10-21,90.6105
2021-10-22,87.6501
2021-10-23,85.5384
2021-10-24,86.8650
2021-10-25,88.6869
2021-10-26,89.4226
2021-10-27,88.4831
2021-10-28,86.4801
2021-10-29,78.0086
2021-10-30,67.2011
2021-10-31,67.8000
2021-11-01,65.8779
2021-11-02,64.9071
2021-11-03,67.3762
2021-11-04,75.0295
2021-11-05,73.5357
2021-11-06,70.4455
2021-11-07,70.9557
2021-11-08,70.6149
2021-11-09,77.7890
2021-11-10,74.1245
2021-11-11,66.7505
2021-11-12,71.8481
2021-11-13,73.8101
2021-11-14,73.0541
2021-11-15,75.0000
2021-11-16,78.9129
2021-11-17,88.9503
2021-11-18,97.6663
2021-11-19,91.9715
2021-11-20,86.1019
2021-11-21,84.7500
2021-11-22,86.2953
2021-11-23,83.9060
2021-11-24,91.5767
2021-11-25,93.3972
2021-11-26,94.1869
2021-11-27,89.7294
2021-11-28,86.9398
2021-11-29,91.2954
2021-11-30,95.5916
2021-12-01,99.9397
2021-12-02,97.7477
2021-12-03,94.9499
2021-12-04,93.9574
2021-12-05,88.9997
2021-12-06,95.4420
2021-12-07,92.9163
2021-12-08,97.5220
2021-12-09,103.7552
2021-12-10,104.4906
2021-12-11,107.7500
2021-12-12,112.8378
2021-12-13,111.2618
2021-12-14,119.2908
2021-12-15,125.0616
2021-12-16,130.9252
2021-12-17,136.9561
2021-12-18,137.5310
2021-12-19,140.8000
2021-12-20,155.6972
2021-12-21,154.8357
2021-12-22,183.7749
2021-12-23,178.9858
2021-12-24,138.0525
2021-12-25,101.4192
2021-12-26,83.6783
2021-12-27,85.8987
2021-12-28,94.9667
2021-12-29,95.5269
2021-12-30,92.0370
2021-12-31,78.2229
2022-01-01,62.2705
2022-01-02,50.3571
2022-01-03,63.6256
2022-01-04,73.0479
2022-01-05,92.1286
2022-01-06,91.1579
2022-01-07,95.5737
2022-01-08,90.7716
2022-01-09,84.2641
2022-01-10,91.7499
2022-01-11,91.5134
2022-01-12,87.7017
2022-01-13,86.9082
2022-01-14,87.3774
2022-01-15,91.2929
2022-01-16,87.7723
2022-01-17,92.9442
2022-01-18,84.0840
2022-01-19,82.1307
2022-01-20,78.9858
2022-01-21,78.9546
2022-01-22,82.3416
2022-01-23,83.9374
2022-01-24,87.3987
2022-01-25,98.1775
2022-01-26,98.1105
2022-01-27,95.0579
2022-01-28,95.0065
2022-01-29,92.9383
2022-01-30,92.2425
2022-01-31,95.4714
2022-02-01,88.1311
2022-02-02,78.3408
2022-02-03,80.3233
2022-02-04,81.3626
2022-02-05,82.0359
2022-02-06,79.1643
2022-02-07,83.9632
2022-02-08,80.9883
2022-02-09,82.8033
2022-02-10,79.6761
2022-02-11,77.2467
2022-02-12,79.4251
2022-02-13,79.3948
2022-02-14,82.5000
2022-02-15,84.2855
2022-02-16,76.3019
2022-02-17,71.8250
2022-02-18,73.9935
2022-02-19,73.0000
2022-02-20,73.4405
2022-02-21,74.9721
2022-02-22,74.4687
2022-02-23,79.9941
2022-02-24,88.1001
2022-02-25,124.5656
2022-02-26,94.9402
2022-02-27,95.0540
2022-02-28,107.8545
2022-03-01,105.8956
2022-03-02,116.7222
2022-03-03,165.6895
2022-03-04,164.7730
2022-03-05,190.9058
2022-03-06,187.6050
2022-03-07,197.2500
